,Address,Baths,Beds,Bike Room,Building Class,Built Year,Cats Only - No Dogs,Cats and Dogs Allowed,Children's Playroom,City,Cold Storage,Community Recreation Facilities,Concierge,Crime,Deck,Doorman,Elevator,Full-time Doorman,Garage Parking,Garden,Green Building,Gym,Hot Tub,Interiors,Land Lease,Laundry in Building,Live-in Super,Media Room,NYC Storm Zone 1,NYC Storm Zone 2,NYC Storm Zone 3,NYC Storm Zone 4,NYC Storm Zone 5,NYC Storm Zone 6,Package Room,Parking Available,Part-time Doorman,Patio,Pets Allowed,Police,Price,Roof Deck,School District,SchoolScore,Smoke-free,Sqft,Storage Available,Stories,Swimming Pool,Units,Valet,Valet Parking,Virtual Doorman,Waterfront,Zipcode,latitude,longitude,std_crime,age,age_sq,Stories_sq,Stories_cubed,travel_minutes,travel_km,central_park_border_km,washington_sq_km,tompkins_sq_km,travel_minutes_grand_central,travel_km_grand_central,Borough,Sqft_sq
0,15 Park Row #11D,2.0,2.0,False,RM,1896,False,False,False, New York,False,False,False,1389,False,True,True,False,False,False,False,False,False,,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,Police Precinct 1,3695,False,District 2,1.7612,False,860.0,False,29,False,210,False,False,False,False,10038,40.711158,-74.00784,0.0132639981433,120,14400,841,24389,11.0,0.96,6.60758731002,2.3528611442,2.77919781782,17.87,8.633,Manhattan,739600.0
1,15 Park Row #20D,2.0,1.0,False,RM,1896,False,False,False, New York,False,False,False,1389,False,True,True,False,False,False,False,False,False,,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,Police Precinct 1,4050,False,District 2,1.7612,False,860.0,False,29,False,210,False,False,False,False,10038,40.711158,-74.00784,0.0132639981433,120,14400,841,24389,11.0,0.96,6.60758731002,2.3528611442,2.77919781782,17.87,8.633,Manhattan,739600.0
2,15 Park Row #9N,1.0,1.0,False,RM,1896,False,False,False, New York,False,False,False,1389,False,True,True,False,False,False,False,False,False,,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,Police Precinct 1,3695,False,District 2,1.7612,False,660.0,False,29,False,210,False,False,False,False,10038,40.711158,-74.00784,0.0132639981433,120,14400,841,24389,11.0,0.96,6.60758731002,2.3528611442,2.77919781782,17.87,8.633,Manhattan,435600.0
3,15 Park Row #21G,1.0,,False,RM,1896,False,False,False, New York,False,False,False,1389,False,True,True,False,False,False,False,False,False,,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,Police Precinct 1,2650,False,District 2,1.7612,False,437.0,False,29,False,210,False,False,False,False,10038,40.711158,-74.00784,0.0132639981433,120,14400,841,24389,11.0,0.96,6.60758731002,2.3528611442,2.77919781782,17.87,8.633,Manhattan,190969.0
4,95 Wall Street #1022,1.0,1.0,True,D5,1969,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,5049,True,District 2,1.7612,False,947.0,True,22,False,507,False,False,False,False,10005,40.7048897,-74.0074327,0.0132639981433,47,2209,484,10648,0.55,0.079,7.2238878863,3.00137205664,3.22771369256,17.0,8.618,Manhattan,896809.0
5,95 Wall Street #407,2.0,2.0,True,D5,1969,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,5679,True,District 2,1.7612,False,1079.0,True,22,False,507,False,False,False,False,10005,40.7048897,-74.0074327,0.0132639981433,47,2209,484,10648,0.55,0.079,7.2238878863,3.00137205664,3.22771369256,17.0,8.618,Manhattan,1164241.0
6,95 Wall Street #1904,1.0,,True,D5,1969,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,3713,True,District 2,1.7612,False,815.0,True,22,False,507,False,False,False,False,10005,40.7048897,-74.0074327,0.0132639981433,47,2209,484,10648,0.55,0.079,7.2238878863,3.00137205664,3.22771369256,17.0,8.618,Manhattan,664225.0
7,95 Wall Street #2013,1.0,,True,D5,1969,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,3930,True,District 2,1.7612,False,826.0,True,22,False,507,False,False,False,False,10005,40.7048897,-74.0074327,0.0132639981433,47,2209,484,10648,0.55,0.079,7.2238878863,3.00137205664,3.22771369256,17.0,8.618,Manhattan,682276.0
8,95 Wall Street #2025,1.0,,True,D5,1969,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,3932,True,District 2,1.7612,False,943.0,True,22,False,507,False,False,False,False,10005,40.7048897,-74.0074327,0.0132639981433,47,2209,484,10648,0.55,0.079,7.2238878863,3.00137205664,3.22771369256,17.0,8.618,Manhattan,889249.0
9,95 Wall Street #203,1.0,,True,D5,1969,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,2784,True,District 2,1.7612,False,495.0,True,22,False,507,False,False,False,False,10005,40.7048897,-74.0074327,0.0132639981433,47,2209,484,10648,0.55,0.079,7.2238878863,3.00137205664,3.22771369256,17.0,8.618,Manhattan,245025.0
10,95 Wall Street #302,1.0,,True,D5,1969,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,2819,True,District 2,1.7612,False,453.0,True,22,False,507,False,False,False,False,10005,40.7048897,-74.0074327,0.0132639981433,47,2209,484,10648,0.55,0.079,7.2238878863,3.00137205664,3.22771369256,17.0,8.618,Manhattan,205209.0
11,95 Wall Street #708,1.0,,True,D5,1969,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,3216,True,District 2,1.7612,False,591.0,True,22,False,507,False,False,False,False,10005,40.7048897,-74.0074327,0.0132639981433,47,2209,484,10648,0.55,0.079,7.2238878863,3.00137205664,3.22771369256,17.0,8.618,Manhattan,349281.0
12,67 Wall Street #10H,2.0,2.0,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,5050,True,District 2,1.7612,False,1157.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,1338649.0
13,67 Wall Street #13G,1.0,1.0,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,3650,True,District 2,1.7612,False,674.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,454276.0
14,67 Wall Street #14I,1.0,1.0,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,3350,True,District 2,1.7612,False,543.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,294849.0
15,67 Wall Street #17B,2.0,2.0,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,5350,True,District 2,1.7612,False,948.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,898704.0
16,67 Wall Street #19J,1.0,1.0,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,3250,True,District 2,1.7612,False,564.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,318096.0
17,67 Wall Street #20A,1.0,1.0,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,4495,True,District 2,1.7612,False,959.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,919681.0
18,67 Wall Street #4B,1.0,1.0,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,3350,True,District 2,1.7612,False,602.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,362404.0
19,67 Wall Street #7K,1.0,1.0,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,4375,True,District 2,1.7612,False,931.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,866761.0
20,67 Wall Street #8O,1.0,1.0,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,4375,True,District 2,1.7612,False,953.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,908209.0
21,67 Wall Street #11L,1.0,,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,2675,True,District 2,1.7612,False,509.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,259081.0
22,67 Wall Street #12J,1.0,,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,2575,True,District 2,1.7612,False,463.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,214369.0
23,67 Wall Street #23E,1.0,,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,2825,True,District 2,1.7612,False,405.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,164025.0
24,67 Wall Street #2K,1.0,,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,2675,True,District 2,1.7612,False,628.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,394384.0
25,67 Wall Street #7D,1.0,,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,2665,True,District 2,1.7612,False,513.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,263169.0
26,67 Wall Street #9L,1.0,,True,D5,2010,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,2600,True,District 2,1.7612,False,509.0,True,25,False,331,True,False,False,False,10005,40.7055787,-74.0083779,0.0132639981433,6,36,625,15625,1.58,0.195,7.1866568934,2.95158203609,3.22657145564,17.82,8.688,Manhattan,259081.0
27,130 Water Street #5F,1.0,1.0,True,RM,1956,False,True,False, New York,False,False,False,1389,False,False,True,True,False,False,False,False,False,,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,Police Precinct 1,3200,False,District 2,1.7612,False,600.0,True,12,False,119,False,False,False,False,10005,40.7056884,-74.0071785,0.0132639981433,60,3600,144,1728,2.0,0.271,7.13405268091,2.91019963063,3.14787680782,18.23,8.764,Manhattan,360000.0
28,130 Water Street #9B,2.0,2.0,True,RM,1956,False,True,False, New York,False,False,False,1389,False,False,True,True,False,False,False,False,False,,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,Police Precinct 1,4650,False,District 2,1.7612,False,1300.0,True,12,False,119,False,False,False,False,10005,40.7056884,-74.0071785,0.0132639981433,60,3600,144,1728,2.0,0.271,7.13405268091,2.91019963063,3.14787680782,18.23,8.764,Manhattan,1690000.0
29,130 Water Street #9C,1.0,1.0,True,RM,1956,False,True,False, New York,False,False,False,1389,False,False,True,True,False,False,False,False,False,,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,Police Precinct 1,3500,False,District 2,1.7612,False,800.0,True,12,False,119,False,False,False,False,10005,40.7056884,-74.0071785,0.0132639981433,60,3600,144,1728,2.0,0.271,7.13405268091,2.91019963063,3.14787680782,18.23,8.764,Manhattan,640000.0
32,130 Water Street #11F,1.0,,True,RM,1956,False,True,False, New York,False,False,False,1389,False,False,True,True,False,False,False,False,False,,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,Police Precinct 1,2950,False,District 2,1.7612,False,650.0,True,12,False,119,False,False,False,False,10005,40.7056884,-74.0071785,0.0132639981433,60,3600,144,1728,2.0,0.271,7.13405268091,2.91019963063,3.14787680782,18.23,8.764,Manhattan,422500.0
33,85 South Street #6N,1.0,2.0,False,D2,1900,,,False, New York,False,False,False,1389,False,,,,False,False,False,False,False,,,False,False,False,True,False,False,False,False,False,False,False,,False,,Police Precinct 1,5195,False,District 2,1.7612,False,2000.0,False,8,False,24,False,False,False,False,10038,40.7057178,-74.004236,0.0132639981433,116,13456,64,512,0.58,0.283,7.03430157352,2.84787099196,2.98135037508,16.88,9.802,Manhattan,4000000.0
34,55 Wall Street #554,1.5,1.0,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,5750,True,District 2,1.7612,False,1251.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,1565001.0
35,55 Wall Street #620,1.0,1.0,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,4500,True,District 2,1.7612,False,1100.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,1210000.0
36,55 Wall Street #704,1.5,1.0,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,5000,True,District 2,1.7612,False,993.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,986049.0
37,55 Wall Street #705,1.0,1.0,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,5000,True,District 2,1.7612,False,908.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,824464.0
38,55 Wall Street #710,1.0,1.0,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,4700,True,District 2,1.7612,False,938.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,879844.0
39,55 Wall Street #720,1.0,1.0,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,5000,True,District 2,1.7612,False,1041.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,1083681.0
40,55 Wall Street #805,1.0,1.0,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,4200,True,District 2,1.7612,False,915.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,837225.0
41,55 Wall Street #825,1.0,1.0,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,4200,True,District 2,1.7612,False,899.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,808201.0
42,55 Wall Street #635,1.0,,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,3650,True,District 2,1.7612,False,578.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,334084.0
43,55 Wall Street #636,1.0,,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,4200,True,District 2,1.7612,False,752.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,565504.0
44,55 Wall Street #813,1.0,,False,RM,1836,False,True,False, New York,False,False,True,1389,False,False,True,True,False,False,False,True,False,Tsao & McKown,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,Police Precinct 1,3200,True,District 2,1.7612,False,550.0,True,9,False,107,False,False,False,False,10004,40.7060794,-74.0093213,0.0132639981433,180,32400,81,729,2.32,0.292,7.16977950646,2.92476549846,3.24363802171,18.57,8.785,Manhattan,302500.0
52,15 Broad Street #2626,2.0,2.0,True,RM,1914,False,True,True, New York,False,True,True,1389,False,False,True,True,False,False,False,True,False,,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,5500,True,District 2,1.7612,False,1255.0,False,42,True,382,False,False,False,False,10005,40.7067114,-74.010457,0.0132639981433,102,10404,1764,74088,2.52,0.325,7.14824684309,2.89347164342,3.26572299116,18.77,8.818,Manhattan,1575025.0
53,15 Broad Street #2726,2.0,2.0,True,RM,1914,False,True,True, New York,False,True,True,1389,False,False,True,True,False,False,False,True,False,,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,5225,True,District 2,1.7612,False,1242.0,False,42,True,382,False,False,False,False,10005,40.7067114,-74.010457,0.0132639981433,102,10404,1764,74088,2.52,0.325,7.14824684309,2.89347164342,3.26572299116,18.77,8.818,Manhattan,1542564.0
54,15 Broad Street #3130,2.0,1.0,True,RM,1914,False,True,True, New York,False,True,True,1389,False,False,True,True,False,False,False,True,False,,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,7000,True,District 2,1.7612,False,1753.0,False,42,True,382,False,False,False,False,10005,40.7067114,-74.010457,0.0132639981433,102,10404,1764,74088,2.52,0.325,7.14824684309,2.89347164342,3.26572299116,18.77,8.818,Manhattan,3073009.0
55,15 Broad Street #714,2.0,2.0,True,RM,1914,False,True,True, New York,False,True,True,1389,False,False,True,True,False,False,False,True,False,,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,7950,True,District 2,1.7612,False,2041.0,False,42,True,382,False,False,False,False,10005,40.7067114,-74.010457,0.0132639981433,102,10404,1764,74088,2.52,0.325,7.14824684309,2.89347164342,3.26572299116,18.77,8.818,Manhattan,4165681.0
56,15 Broad Street #724,2.0,2.0,True,RM,1914,False,True,True, New York,False,True,True,1389,False,False,True,True,False,False,False,True,False,,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,7500,True,District 2,1.7612,False,2270.0,False,42,True,382,False,False,False,False,10005,40.7067114,-74.010457,0.0132639981433,102,10404,1764,74088,2.52,0.325,7.14824684309,2.89347164342,3.26572299116,18.77,8.818,Manhattan,5152900.0
57,15 Broad Street #800,1.0,2.0,True,RM,1914,False,True,True, New York,False,True,True,1389,False,False,True,True,False,False,False,True,False,,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,6995,True,District 2,1.7612,False,1581.0,False,42,True,382,False,False,False,False,10005,40.7067114,-74.010457,0.0132639981433,102,10404,1764,74088,2.52,0.325,7.14824684309,2.89347164342,3.26572299116,18.77,8.818,Manhattan,2499561.0
58,15 Broad Street #902,1.0,1.0,True,RM,1914,False,True,True, New York,False,True,True,1389,False,False,True,True,False,False,False,True,False,,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,3900,True,District 2,1.7612,False,960.0,False,42,True,382,False,False,False,False,10005,40.7067114,-74.010457,0.0132639981433,102,10404,1764,74088,2.52,0.325,7.14824684309,2.89347164342,3.26572299116,18.77,8.818,Manhattan,921600.0
59,15 Broad Street #2522,1.0,,True,RM,1914,False,True,True, New York,False,True,True,1389,False,False,True,True,False,False,False,True,False,,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,Police Precinct 1,3500,True,District 2,1.7612,False,685.0,False,42,True,382,False,False,False,False,10005,40.7067114,-74.010457,0.0132639981433,102,10404,1764,74088,2.52,0.325,7.14824684309,2.89347164342,3.26572299116,18.77,8.818,Manhattan,469225.0
72,10 Hanover Square #11A,2.0,2.0,True,,1972,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,5750,True,District 2,1.7612,False,1296.0,True,22,False,493,True,False,False,False,10005,40.7045906,-74.0089036,0.0132639981433,44,1936,484,10648,2.2,0.378,7.30492805751,3.06967382682,3.33653940357,17.72,9.618,Manhattan,1679616.0
73,10 Hanover Square #12A,2.0,2.0,True,,1972,False,False,False, New York,False,True,True,791,False,True,True,False,False,False,False,True,False,,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 30,5655,True,District 14,0.2728,False,1161.0,True,22,False,493,True,False,False,False,10005,40.7045906,-74.0089036,-0.986333478951,44,1936,484,10648,2.2,0.378,7.30492805751,3.06967382682,3.33653940357,17.72,9.618,Manhattan,1347921.0
74,10 Hanover Square #8W,1.0,1.0,True,,1972,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,4136,True,District 2,1.7612,False,867.0,True,22,False,493,True,False,False,False,10005,40.7045906,-74.0089036,0.0132639981433,44,1936,484,10648,2.2,0.378,7.30492805751,3.06967382682,3.33653940357,17.72,9.618,Manhattan,751689.0
76,10 Hanover Square #10R,1.0,,True,,1972,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,2999,True,District 2,1.7612,False,560.0,True,22,False,493,True,False,False,False,10005,40.7045906,-74.0089036,0.0132639981433,44,1936,484,10648,2.2,0.378,7.30492805751,3.06967382682,3.33653940357,17.72,9.618,Manhattan,313600.0
77,10 Hanover Square #12Y,1.0,,True,,1972,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,3217,True,District 2,1.7612,False,582.0,True,22,False,493,True,False,False,False,10005,40.7045906,-74.0089036,0.0132639981433,44,1936,484,10648,2.2,0.378,7.30492805751,3.06967382682,3.33653940357,17.72,9.618,Manhattan,338724.0
78,10 Hanover Square #2U,1.0,,True,,1972,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,3042,True,District 2,1.7612,False,545.0,True,22,False,493,True,False,False,False,10005,40.7045906,-74.0089036,0.0132639981433,44,1936,484,10648,2.2,0.378,7.30492805751,3.06967382682,3.33653940357,17.72,9.618,Manhattan,297025.0
79,10 Hanover Square #4I,1.0,,True,,1972,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,3649,True,District 2,1.7612,False,815.0,True,22,False,493,True,False,False,False,10005,40.7045906,-74.0089036,0.0132639981433,44,1936,484,10648,2.2,0.378,7.30492805751,3.06967382682,3.33653940357,17.72,9.618,Manhattan,664225.0
80,10 Hanover Square #4N,1.0,,True,,1972,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,3050,True,District 2,1.7612,False,581.0,True,22,False,493,True,False,False,False,10005,40.7045906,-74.0089036,0.0132639981433,44,1936,484,10648,2.2,0.378,7.30492805751,3.06967382682,3.33653940357,17.72,9.618,Manhattan,337561.0
81,10 Hanover Square #5K,1.0,,True,,1972,False,False,False, New York,False,True,True,1389,False,True,True,False,False,False,False,True,False,,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,Police Precinct 1,3319,True,District 2,1.7612,False,677.0,True,22,False,493,True,False,False,False,10005,40.7045906,-74.0089036,0.0132639981433,44,1936,484,10648,2.2,0.378,7.30492805751,3.06967382682,3.33653940357,17.72,9.618,Manhattan,458329.0
